0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,label
-582.3558959960938,7.799744606018066,-14.132946968078613,-7.105770111083984,-1.360160231590271,-3.278954267501831,-0.4895000159740448,1.371461272239685,1.3648823499679565,0.7326369285583496,-0.7920007705688477,-0.40928420424461365,-1.4301966428756714,0.06406532973051071,0.0794883593916893,0.06434763222932816,0.031460732221603394,0.02227293699979782,0.03150995820760727,0.028355030342936516,0.04237828776240349,0.10955644398927689,0.11352954059839249,0.040250785648822784,0.037428293377161026,14.318838438414808,13.648898068777317,14.930285302562323,14.561761903679042,15.08380996071177,15.069834245496196,18.87477034032883,dog
-191.1628875732422,1.640305519104004,-59.91321563720703,1.7619692087173462,-42.05492401123047,-32.54005432128906,-27.90172004699707,-1.1133286952972412,-40.97496795654297,-16.37281036376953,-14.840227127075195,-26.59597396850586,-7.55792236328125,0.13589031994342804,0.17169798910617828,0.25253844261169434,0.5815771818161011,0.30596286058425903,0.18359795212745667,0.24650534987449646,0.48726487159729004,0.6068666577339172,0.22283633053302765,0.10413655638694763,0.1118079349398613,19.395307832380354,12.893039932024106,13.0964977142174,13.965120819206222,19.732685109771396,22.38584733820792,56.139989945461124,chirping_birds
11.47165298461914,55.65407180786133,-9.172601699829102,15.159714698791504,-13.215063095092773,11.629365921020508,2.448995351791382,5.944097995758057,4.405332565307617,-6.063470840454102,-3.2091009616851807,14.636942863464355,0.09581216424703598,0.18456527590751648,0.24670779705047607,0.4022219479084015,0.7645350694656372,0.14255331456661224,0.10407247394323349,0.12313217669725418,0.127415731549263,0.11804259568452835,0.12566442787647247,0.12501899898052216,0.15606267750263214,15.2194697361793,10.826837694040384,13.576928969875837,15.653293079023264,14.32468308980328,23.37718236210825,50.0745233939555,vacuum_cleaner
26.563833236694336,55.33731460571289,-6.378165245056152,13.95101261138916,-9.525647163391113,13.297667503356934,3.678976058959961,4.2826128005981445,6.591434478759766,-7.676464080810547,2.8208212852478027,14.368612289428711,3.004767894744873,0.1149604469537735,0.24533414840698242,0.22793439030647278,1.0,0.20938746631145477,0.06673415005207062,0.059722840785980225,0.0592249259352684,0.06335087865591049,0.07240301370620728,0.07254902273416519,0.08302652090787888,14.453997278160774,11.017114854600518,14.554532408081434,16.11054424009079,14.120703465563677,23.71454663442748,51.87910319130933,vacuum_cleaner
-414.67144775390625,133.29273986816406,40.60706329345703,31.956531524658203,-6.2019243240356445,5.451744079589844,-14.307950973510742,3.2580227851867676,-2.165397882461548,-9.444795608520508,-10.511062622070312,2.007096767425537,-13.814212799072266,0.6013219356536865,0.3601565957069397,0.20343221724033356,0.23975475132465363,0.3234952986240387,0.35434022545814514,0.3547029495239258,0.41609811782836914,0.5737189650535583,0.7092443108558655,0.5833404660224915,0.6578425765037537,19.749566659301667,13.060536130107309,15.514293964909427,16.5342300806853,15.62037768359204,16.46656785575224,46.386350622721324,thunderstorm
-399.5375671386719,139.95999145507812,32.15083312988281,18.775184631347656,-12.7493314743042,9.598512649536133,-8.090426445007324,3.0910086631774902,-1.362713098526001,-8.109843254089355,-6.819546699523926,3.5117387771606445,-14.490891456604004,0.567008376121521,0.43935370445251465,0.3118438124656677,0.28578394651412964,0.46658989787101746,0.4573524296283722,0.42779937386512756,0.468607634305954,0.566326916217804,0.6426143646240234,0.6413390636444092,0.5312960743904114,19.51665916816456,12.465901080121107,14.559264275712687,16.636956788736338,15.810577861823752,17.08955152215094,46.72473527576222,thunderstorm
-331.00091552734375,174.71160888671875,24.099884033203125,31.404979705810547,10.466278076171875,-6.035683631896973,0.02777874283492565,10.97588062286377,2.2658848762512207,-3.9160537719726562,-2.37705135345459,0.3231380879878998,-3.731130599975586,0.6093117594718933,0.9187158942222595,0.823310911655426,0.5634231567382812,0.3607083261013031,0.27435302734375,0.27754220366477966,0.31989362835884094,0.2744259536266327,0.27726370096206665,0.4275941550731659,0.537121593952179,18.977338158841615,11.313719102210808,12.86065533643526,16.8175235615922,15.77134456030285,15.547958780928973,43.87892374589333,door_wood_knock
-462.66058349609375,0.7655930519104004,4.7898783683776855,14.534540176391602,2.509711503982544,11.708863258361816,13.351456642150879,12.037188529968262,-3.271352529525757,10.800742149353027,2.447415828704834,4.393868923187256,4.400347709655762,0.6698703169822693,0.6295490264892578,0.5669366121292114,0.6045483946800232,0.6061161756515503,0.6178296804428101,0.6191768646240234,0.6804258823394775,0.7075923085212708,0.7364752292633057,0.6419210433959961,0.627861499786377,17.67110885681641,10.342411922726566,12.549310045648221,14.7044780690325,15.452533343347659,15.3661416454791,44.5034798113054,can_opening
-118.192138671875,91.59318542480469,3.9575209617614746,16.847978591918945,10.262259483337402,41.223670959472656,4.107926368713379,11.357012748718262,1.7628486156463623,14.494050025939941,5.616232395172119,4.420294761657715,5.765280246734619,0.5534708499908447,0.5413925647735596,0.5864906311035156,0.6165010333061218,0.661355197429657,0.6578432321548462,0.6450554728507996,0.630415141582489,0.6459450721740723,0.6098566651344299,0.5844438672065735,0.5998856425285339,12.829283685444548,10.86515243394354,12.890511902329923,14.583867112061863,17.49430142999539,15.896952816987218,46.682949222543606,crow
-521.4674682617188,65.73792266845703,10.894326210021973,5.354014873504639,8.939037322998047,6.042507171630859,5.973943710327148,5.434226036071777,1.0251140594482422,4.445776462554932,3.222463846206665,3.4858806133270264,3.949378490447998,0.2571631968021393,0.2848147451877594,0.3675282895565033,0.35340791940689087,0.28432565927505493,0.27947014570236206,0.29242563247680664,0.2841265797615051,0.2043531835079193,0.1995275467634201,0.2099485695362091,0.22244447469711304,14.409018621729963,12.720367066324933,14.160394252632042,13.082921924912188,14.015819315845912,13.748994579281378,26.15175421179384,door_wood_knock
-599.1954956054688,64.94825744628906,7.260518550872803,0.5773690938949585,8.924393653869629,7.836644172668457,4.261292457580566,1.987581729888916,2.828352212905884,6.331174850463867,2.9574551582336426,2.917097806930542,4.042013645172119,0.2575172781944275,0.2874220311641693,0.35355985164642334,0.314862459897995,0.2618364691734314,0.27760469913482666,0.286353200674057,0.2114281952381134,0.1631915122270584,0.17667648196220398,0.18947501480579376,0.22183696925640106,12.807123950064385,11.141000191346757,12.041549098131265,11.16695766508475,13.503761394768048,12.409681575779912,23.551435887548333,door_wood_knock
-101.05564880371094,34.372802734375,-48.937198638916016,-31.99856185913086,-18.839611053466797,-13.77553653717041,-17.605600357055664,-11.304384231567383,-13.19268798828125,-9.503179550170898,-14.033418655395508,-6.32281494140625,-10.553247451782227,0.7350101470947266,0.6925902366638184,0.6477915048599243,0.6357967853546143,0.6403331160545349,0.6533464789390564,0.6051238179206848,0.5684441328048706,0.6301791071891785,0.6837851405143738,0.6712130308151245,0.6944780945777893,19.49944948347175,10.078864839588865,11.841543117718027,12.602129202392684,14.920621988006504,14.379418929265166,45.00354426811035,clapping
-67.8061294555664,35.40309524536133,-52.115196228027344,-33.92926025390625,-14.922908782958984,-9.956083297729492,-22.01888656616211,-13.168410301208496,-13.957372665405273,-8.988677024841309,-16.619539260864258,-6.229899883270264,-11.100667953491211,0.7638958692550659,0.6822748184204102,0.5943326354026794,0.5611839890480042,0.5757147669792175,0.6057250499725342,0.6200399398803711,0.6346592307090759,0.6496182680130005,0.6805791258811951,0.6691678166389465,0.7504241466522217,18.809001266602262,9.814045507419426,11.348606964824663,12.28411407528016,15.912984915790828,14.164591307487562,44.83473575554991,clapping
-0.39007458090782166,86.58423614501953,-82.64527893066406,-27.414976119995117,-21.695858001708984,-7.87977409362793,-17.609344482421875,-3.638697624206543,-9.49915599822998,-7.218014717102051,-11.999625205993652,-6.2360429763793945,-8.96786880493164,0.768509566783905,0.7013500928878784,0.6267268657684326,0.5504125356674194,0.576708197593689,0.5827742218971252,0.58725905418396,0.6511238217353821,0.6428086757659912,0.6881301403045654,0.7365164160728455,0.7897863984107971,14.040346173501893,10.789306500153442,12.983039144524929,12.168373055890859,16.18419974979065,15.75164329703887,52.68024834908041,clapping
